iid	tag
5795	3
5796	5
5797	22
5798	22
5799	22
5800	5
5801	5
5802	2
5803	22
5804	5
5805	9
5806	9
5807	2
5808	13
5809	4
5810	13
5811	5
5812	8
5813	22
5814	8
5815	5
5816	2
5817	13
5818	5
5819	5
5820	5
5821	0
5822	4
5823	11
5824	8
5825	2
5826	8
5827	17
5828	23
5829	23
5830	23
5831	23
5832	23
5833	23
5834	23
5835	9
5836	23
5837	23
5838	23
5839	23
5840	23
5841	23
5842	23
5843	4
5844	5
5845	4
5846	4
5847	4
5848	4
5849	7
5850	4
5851	4
5852	5
5853	2
5854	4
5855	4
5856	0
5857	0
5858	9
5859	9
5860	1
5861	27
5862	14
5863	4
5864	4
5865	4
5866	5
5867	9
5868	11
5869	5
5870	2
5871	2
5872	2
5873	2
5874	14
5875	9
5876	5
5877	5
5878	2
5879	8
5880	4
5881	5
5882	4
5883	2
5884	27
5885	5
5886	9
5887	4
5888	2
5889	4
5890	5
5891	4
5892	0
5893	0
5894	7
5895	27
5896	7
5897	5
5898	4
5899	0
5900	10
5901	9
5902	21
5903	22
5904	5
5905	11
5906	11
5907	4
5908	10
5909	11
5910	7
5911	4
5912	7
5913	5
5914	1
5915	8
5916	8
5917	1
5918	5
5919	2
5920	2
5921	2
5922	10
5923	2
5924	4
5925	4
5926	4
5927	4
5928	4
5929	4
5930	1
5931	1
5932	3
5933	0
5934	0
5935	0
5936	0
5937	1
5938	0
5939	0
5940	4
5941	0
5942	0
5943	13
5944	0
5945	11
5946	9
5947	13
5948	5
5949	22
5950	22
5951	22
5952	22
5953	22
5954	11
5955	9
5956	0
5957	0
5958	0
5959	0
5960	0
5961	0
5962	0
5963	0
5964	0
5965	0
5966	0
5967	0
5968	0
5969	23
5970	7
5971	23
5972	0
5973	0
5974	0
5975	0
5976	11
5977	0
5978	0
5979	0
5980	0
5981	0
5982	10
5983	1
5984	5
5985	1
5986	2
5987	4
5988	5
5989	1
5990	2
5991	2
5992	13
5993	17
5994	5
5995	1
5996	0
5997	0
5998	1
5999	4
6000	10
6001	10
6002	3
6003	4
6004	2
6005	2
6006	2
6007	2
6008	2
6009	2
6010	2
6011	2
6012	2
6013	4
6014	4
6015	4
6016	1
6017	7
6018	0
6019	4
6020	4
6021	1
6022	4
6023	9
6024	5
6025	1
6026	5
6027	4
6028	2
6029	5
6030	5
6031	4
6032	5
6033	1
6034	5
6035	5
6036	5
6037	8
6038	4
6039	2
6040	9
6041	2
6042	5
6043	5
6044	5
6045	4
6046	5
6047	5
6048	5
6049	2
6050	2
6051	2
6052	4
6053	5
6054	4
6055	5
6056	5
6057	5
6058	9
6059	4
6060	5
6061	5
6062	5
6063	5
6064	5
6065	5
6066	5
6067	5
6068	1
6069	5
6070	5
6071	2
6072	8
6073	5
6074	17
6075	5
6076	4
6077	5
6078	4
6079	4
6080	5
6081	5
6082	10
6083	10
6084	4
6085	11
6086	3
6087	0
6088	0
6089	0
6090	1
6091	13
6092	7
6093	16
6094	10
6095	3
6096	5
6097	13
6098	13
6099	0
6100	18
6101	0
6102	23
6103	23
6104	0
6105	23
6106	23
6107	11
6108	23
6109	3
6110	1
6111	20
6112	9
6113	0
6114	0
6115	0
6116	0
6117	2
6118	4
6119	11
6120	2
6121	2
6122	2
6123	0
6124	3
6125	2
6126	2
6127	7
6128	1
6129	3
6130	3
6131	7
6132	2
6133	9
6134	0
6135	0
6136	2
6137	2
6138	9
6139	9
6140	2
6141	5
6142	10
6143	3
6144	4
6145	27
6146	8
6147	0
6148	0
6149	0
6150	0
6151	0
6152	0
6153	0
6154	0
6155	0
6156	0
6157	2
6158	2
6159	2
6160	23
6161	11
6162	15
6163	7
6164	0
6165	0
6166	9
6167	4
6168	0
6169	9
6170	7
6171	7
6172	7
6173	0
6174	0
6175	0
6176	0
6177	0
6178	0
6179	0
6180	0
6181	7
6182	0
6183	0
6184	0
6185	0
6186	0
6187	7
6188	0
6189	7
6190	0
6191	11
6192	11
6193	4
6194	15
6195	9
6196	9
6197	15
6198	9
6199	9
6200	3
6201	3
6202	0
6203	2
6204	4
6205	2
6206	1
6207	1
6208	1
6209	2
6210	4
6211	14
6212	0
6213	0
6214	22
6215	22
6216	9
6217	4
6218	7
6219	9
6220	9
6221	9
6222	2
6223	2
6224	8
6225	8
6226	9
6227	13
6228	2
6229	7
6230	2
6231	4
6232	8
6233	5
6234	12
6235	10
6236	2
6237	5
6238	5
6239	4
6240	5
6241	5
6242	2
6243	3
6244	2
6245	5
6246	9
6247	10
6248	0
6249	0
6250	7
6251	4
6252	23
6253	4
6254	0
6255	0
6256	8
6257	0
6258	2
6259	0
6260	0
6261	0
6262	0
6263	4
6264	9
6265	4
6266	8
6267	17
6268	17
6269	0
6270	5
6271	23
6272	10
6273	10
6274	15
6275	20
6276	1
6277	4
6278	4
6279	0
6280	0
6281	0
6282	0
6283	0
6284	0
6285	4
6286	0
6287	8
6288	0
6289	3
6290	15
6291	4
6292	20
6293	9
6294	27
6295	4
6296	2
6297	2
6298	2
6299	2
6300	13
6301	9
6302	2
6303	2
6304	2
6305	5
6306	5
6307	2
6308	5
6309	5
6310	22
6311	2
6312	2
6313	5
6314	5
6315	3
6316	3
6317	9
6318	2
6319	2
6320	9
6321	20
6322	2
6323	16
6324	9
6325	27
6326	18
6327	3
6328	11
6329	10
6330	3
6331	23
6332	23
6333	23
6334	0
6335	17
6336	23
6337	5
6338	0
6339	7
6340	3
6341	23
6342	13
6343	11
6344	4
6345	4
6346	4
6347	23
6348	0
6349	0
6350	0
6351	0
6352	0
6353	0
6354	0
6355	0
6356	0
6357	0
6358	0
6359	0
6360	0
6361	0
6362	0
6363	0
6364	9
6365	0
6366	0
6367	0
6368	0
6369	4
6370	0
6371	9
6372	27
6373	1
6374	0
6375	27
6376	5
6377	23
6378	23
6379	23
6380	4
6381	9
6382	23
6383	1
6384	23
6385	1
6386	23
6387	0
6388	3
6389	16
6390	8
6391	0
6392	14
6393	7
6394	4
6395	11
6396	11
6397	11
6398	4
6399	0
6400	1
6401	11
6402	11
6403	11
6404	11
6405	7
6406	17
6407	2
6408	10
6409	8
6410	13
6411	2
6412	2
6413	4
6414	4
6415	4
6416	2
6417	5
6418	7
6419	7
6420	7
6421	0
6422	2
6423	3
6424	0
6425	0
6426	5
6427	2
6428	22
6429	0
6430	2
6431	4
6432	5
6433	11
6434	4
6435	2
6436	22
6437	9
6438	17
6439	1
6440	8
6441	1
6442	18
6443	23
6444	0
6445	0
6446	15
6447	20
6448	0
6449	20
6450	0
6451	0
6452	0
6453	7
6454	23
6455	23
6456	23
6457	23
6458	0
6459	7
6460	3
6461	0
6462	5
6463	27
6464	2
6465	5
6466	5
6467	5
6468	5
6469	2
6470	2
6471	9
6472	7
6473	0
6474	7
6475	10
6476	9
6477	23
6478	4
6479	5
6480	0
6481	1
6482	0
6483	0
6484	3
6485	1
6486	1
6487	4
6488	22
6489	10
6490	10
6491	10
6492	11
6493	4
6494	2
6495	9
6496	4
6497	0
6498	0
6499	2
6500	20
6501	10
6502	5
6503	9
6504	2
6505	9
6506	9
6507	4
6508	5
6509	5
6510	22
6511	5
6512	27
6513	9
6514	1
6515	27
6516	7
6517	15
6518	1
6519	4
6520	16
6521	0
6522	1
6523	11
6524	4
6525	5
6526	4
6527	5
6528	5
6529	9
6530	17
6531	7
6532	5
6533	1
6534	17
6535	0
6536	0
6537	1
6538	1
6539	17
6540	23
6541	23
6542	23
6543	13
6544	13
6545	5
6546	9
6547	11
6548	7
6549	5
6550	9
6551	10
6552	10
6553	11
6554	20
6555	17
6556	5
6557	5
6558	5
6559	10
6560	12
6561	12
6562	22
6563	27
6564	5
6565	27
6566	22
6567	7
6568	9
6569	9
6570	17
6571	2
6572	11
6573	7
6574	9
6575	4
6576	9
6577	11
6578	23
6579	9
6580	9
6581	23
6582	0
6583	9
6584	7
6585	23
6586	23
6587	27
6588	23
6589	3
6590	0
6591	8
6592	1
6593	9
6594	9
6595	5
6596	15
6597	2
6598	2
6599	5
6600	0
6601	0
6602	0
6603	1
6604	1
6605	7
6606	7
6607	0
6608	0
6609	22
6610	13
6611	22
6612	15
6613	11
6614	9
6615	2
6616	5
6617	13
6618	9
6619	17
6620	2
6621	14
6622	5
6623	13
6624	18
6625	18
6626	0
6627	10
6628	4
6629	4
6630	2
6631	4
6632	27
6633	10
6634	20
6635	5
6636	23
6637	23
6638	0
6639	23
6640	9
6641	2
6642	8
6643	2
6644	1
6645	23
6646	15
6647	9
6648	0
6649	9
6650	0
6651	5
6652	23
6653	15
6654	3
6655	8
6656	11
6657	13
6658	21
6659	10
6660	27
6661	11
6662	13
6663	27
6664	11
6665	9
6666	9
6667	23
6668	1
6669	3
6670	1
6671	23
6672	9
6673	1
6674	1
6675	2
6676	16
6677	3
6678	1
6679	13
6680	9
6681	0
6682	2
6683	1
6684	2
6685	5
6686	2
6687	9
6688	0
6689	2
6690	2
6691	17
6692	5
6693	9
6694	2
6695	2
6696	2
6697	2
6698	5
6699	5
6700	2
6701	2
6702	2
6703	5
6704	13
6705	17
6706	0
6707	17
6708	10
6709	4
6710	3
6711	16
6712	0
6713	0
6714	16
6715	22
6716	11
6717	23
6718	4
6719	3
6720	9
6721	0
6722	4
6723	4
6724	9
6725	9
6726	27
6727	0
6728	1
6729	3
6730	3
6731	3
6732	2
6733	5
6734	5
6735	13
6736	2
6737	2
6738	11
6739	0
6740	0
6741	0
6742	18
6743	20
6744	2
6745	3
6746	3
6747	2
6748	17
6749	2
6750	17
6751	11
6752	5
6753	2
6754	2
6755	25
6756	4
6757	0
6758	22
6759	4
6760	22
6761	10
6762	9
6763	10
6764	22
6765	27
6766	2
6767	5
6768	2
6769	2
6770	9
6771	2
6772	1
6773	7
6774	1
6775	7
6776	16
6777	9
6778	1
6779	9
6780	4
6781	4
6782	1
6783	21
6784	4
6785	4
6786	4
6787	2
6788	2
6789	5
6790	17
6791	13
6792	13
6793	9
6794	3
6795	3
6796	11
6797	1
6798	0
6799	0
6800	9
6801	4
6802	23
6803	16
6804	2
6805	17
6806	2
6807	2
6808	1
6809	2
6810	2
6811	7
6812	2
6813	2
6814	7
6815	8
6816	1
6817	9
6818	4
6819	0
6820	0
6821	2
6822	9
6823	4
6824	0
6825	5
6826	8
6827	13
6828	11
6829	0
6830	9
6831	27
6832	17
6833	23
6834	12
6835	14
6836	1
6837	2
6838	2
6839	3
6840	5
6841	23
6842	23
6843	5
6844	23
6845	23
6846	0
6847	23
6848	5
6849	5
6850	10
6851	5
6852	3
6853	9
6854	9
6855	9
6856	3
6857	0
6858	16
6859	9
6860	9
6861	5
6862	15
6863	27
6864	22
6865	5
6866	5
6867	3
6868	11
6869	10
6870	13
6871	7
6872	5
6873	1
6874	4
6875	16
6876	5
6877	9
6878	16
6879	9
6880	17
6881	23
6882	4
6883	27
6884	4
6885	18
6886	4
6887	27
6888	4
6889	11
6890	17
6891	11
6892	11
6893	5
6894	14
6895	5
6896	5
6897	5
6898	16
6899	0
6900	0
6901	0
6902	0
6903	0
6904	1
6905	0
6906	2
6907	0
6908	14
6909	0
6910	14
6911	23
6912	3
6913	9
6914	17
6915	23
6916	2
6917	5
6918	8
6919	9
6920	1
6921	1
6922	3
6923	15
6924	8
6925	0
6926	3
6927	15
6928	2
6929	17
6930	17
6931	17
6932	7
6933	0
6934	2
6935	10
6936	7
6937	16
6938	20
6939	4
6940	11
6941	2
6942	8
6943	7
6944	7
6945	7
6946	20
6947	3
6948	7
6949	7
6950	7
6951	10
6952	7
6953	7
6954	18
6955	23
6956	11
6957	2
6958	0
6959	20
6960	2
6961	23
6962	4
6963	5
6964	5
6965	9
6966	0
6967	23
6968	5
6969	8
6970	9
6971	8
6972	7
6973	23
6974	11
6975	23
6976	7
6977	4
6978	4
6979	3
6980	23
6981	7
6982	0
6983	15
6984	0
6985	2
6986	9
6987	23
6988	0
6989	8
6990	13
6991	9
6992	5
6993	9
6994	15
6995	8
6996	9
6997	9
6998	0
6999	15
7000	11
7001	12
7002	12
7003	15
7004	9
7005	11
7006	2
7007	5
7008	0
7009	9
7010	1
7011	11
7012	0
7013	15
7014	13
7015	7
7016	8
7017	4
7018	27
7019	13
7020	2
7021	2
7022	9
7023	14
7024	0
7025	2
7026	11
7027	9
7028	5
7029	9
7030	4
7031	9
7032	0
7033	1
7034	5
7035	5
7036	17
7037	15
7038	8
7039	0
7040	15
7041	7
7042	0
7043	9
7044	4
7045	11
7046	1
7047	15
7048	15
7049	4
7050	7
7051	11
7052	7
7053	0
7054	11
7055	0
7056	4
7057	11
7058	14
7059	0
7060	15
7061	0
7062	7
7063	7
7064	7
7065	15
7066	22
7067	9
7068	0
7069	11
7070	11
7071	1
7072	1
7073	15
7074	11
7075	20
7076	0
7077	9
7078	15
7079	0
7080	0
7081	15
7082	9
7083	4
7084	23
7085	18
7086	17
7087	5
7088	9
7089	0
7090	0
7091	7
7092	0
7093	14
7094	0
7095	0
7096	0
7097	1
7098	10
7099	22
7100	22
7101	1
7102	7
7103	2
7104	21
7105	5
7106	11
7107	4
7108	7
7109	4
7110	5
7111	5
7112	1
7113	8
7114	9
7115	3
7116	2
7117	2
7118	2
7119	9
7120	4
7121	3
7122	9
7123	2
7124	2
7125	4
7126	5
7127	1
7128	5
7129	1
7130	5
7131	15
7132	15
7133	4
7134	3
7135	15
7136	4
7137	4
7138	15
7139	4
7140	4
7141	15
7142	27
7143	13
7144	13
7145	7
7146	20
7147	16
7148	5
7149	4
7150	4
7151	4
7152	17
7153	9
7154	27
7155	5
7156	15
7157	0
7158	16
7159	15
7160	0
7161	0
7162	7
7163	23
7164	9
7165	23
7166	23
7167	23
7168	9
7169	23
7170	3
7171	27
7172	2
7173	0
7174	3
7175	3
7176	23
7177	3
7178	0
7179	5
7180	11
7181	0
7182	17
7183	4
7184	23
7185	5
7186	10
7187	17
7188	7
7189	23
7190	21
7191	23
7192	11
7193	15
7194	7
7195	2
7196	2
7197	0
7198	0
7199	23
7200	8
7201	9
7202	27
7203	4
7204	15
7205	11
7206	2
7207	0
7208	7
7209	0
7210	7
7211	23
7212	0
7213	23
7214	0
7215	7
7216	10
7217	4
7218	27
7219	2
7220	5
7221	5
7222	5
7223	2
7224	8
7225	5
7226	7
7227	0
7228	4
7229	4
7230	1
7231	1
7232	3
7233	3
7234	3
7235	3
7236	3
7237	4
7238	4
7239	9
7240	9
7241	9
7242	4
7243	2
7244	11
7245	2
7246	9
7247	4
7248	18
7249	0
7250	0
7251	0
7252	0
7253	0
7254	0
7255	0
7256	0
7257	0
7258	0
7259	0
7260	0
7261	0
7262	20
7263	18
7264	23
7265	4
7266	4
7267	4
7268	5
7269	10
7270	7
7271	2
7272	13
7273	7
7274	13
7275	2
7276	11
7277	1
7278	7
7279	10
7280	2
7281	2
7282	16
7283	11
7284	13
7285	7
7286	2
7287	11
7288	21
7289	1
7290	7
7291	2
7292	4
7293	0
7294	13
7295	9
7296	11
7297	11
7298	11
7299	2
7300	11
7301	27
7302	2
7303	23
7304	9
7305	3
7306	5
7307	2
7308	2
7309	23
7310	2
7311	2
7312	11
7313	2
7314	0
7315	2
7316	20
7317	11
7318	10
7319	11
7320	9
7321	16
7322	2
7323	22
7324	4
7325	22
7326	11
7327	10
7328	8
7329	21
7330	2
7331	8
7332	23
7333	3
7334	5
7335	2
7336	12
7337	4
7338	20
7339	0
7340	0
7341	1
7342	1
7343	8
7344	2
7345	2
7346	2
7347	9
7348	2
7349	15
7350	2
7351	23
7352	1
7353	23
7354	9
7355	14
7356	11
7357	23
7358	1
7359	5
7360	5
7361	5
7362	1
7363	1
7364	5
7365	1
7366	21
7367	7
7368	1
7369	1
7370	3
7371	1
7372	0
7373	1
7374	0
7375	0
7376	3
7377	0
7378	0
7379	1
7380	7
7381	4
7382	2
7383	2
7384	1
7385	4
7386	8
7387	0
7388	9
7389	10
7390	4
7391	9
7392	8
7393	10
7394	8
7395	9
7396	5
7397	0
7398	0
7399	0
7400	0
7401	0
7402	0
7403	0
7404	0
7405	0
7406	0
7407	0
7408	0
7409	0
7410	0
7411	0
7412	1
7413	0
7414	4
7415	0
7416	0
7417	0
7418	0
7419	14
7420	11
7421	3
7422	8
7423	19
7424	3
7425	4
7426	4
7427	4
7428	9
7429	17
7430	3
7431	22
7432	3
7433	0
7434	11
7435	7
7436	5
7437	23
7438	23
7439	23
7440	23
7441	0
7442	27
7443	1
7444	1
7445	11
7446	23
7447	5
7448	7
7449	27
7450	16
7451	22
7452	2
7453	2
7454	2
7455	2
7456	1
7457	13
7458	22
7459	19
7460	4
7461	2
7462	8
7463	11
7464	1
7465	15
7466	22
7467	11
7468	0
7469	0
7470	11
7471	2
7472	0
7473	21
7474	5
7475	2
7476	5
7477	3
7478	2
7479	27
7480	27
7481	11
7482	1
7483	5
7484	2
7485	5
7486	4
7487	1
7488	5
7489	27
7490	2
7491	17
7492	1
7493	2
7494	2
7495	5
7496	2
7497	15
7498	2
7499	16
7500	0
7501	0
7502	0
7503	23
7504	23
7505	0
7506	5
7507	2
7508	13
7509	0
7510	0
7511	0
7512	9
7513	9
7514	9
7515	4
7516	7
7517	9
7518	4
7519	9
7520	9
7521	9
7522	9
7523	9
7524	9
7525	4
7526	9
7527	9
7528	4
7529	9
7530	11
7531	8
7532	20
7533	1
7534	1
7535	0
7536	0
7537	1
7538	23
7539	5
7540	5
7541	0
7542	0
7543	12
7544	2
7545	2
7546	12
7547	5
7548	2
7549	11
7550	0
7551	11
7552	22
7553	4
7554	2
7555	2
7556	18
7557	0
7558	0
7559	5
7560	9
7561	5
7562	4
7563	2
7564	10
7565	10
7566	22
7567	0
7568	0
7569	0
7570	0
7571	0
7572	0
7573	0
7574	0
7575	0
7576	0
7577	0
7578	0
7579	0
7580	0
7581	0
7582	0
7583	0
7584	0
7585	0
7586	0
7587	0
7588	0
7589	0
7590	0
7591	0
7592	0
7593	0
7594	0
7595	0
7596	0
7597	0
7598	0
7599	0
7600	0
7601	0
7602	5
7603	0
7604	7
7605	1
7606	0
7607	0
7608	0
7609	0
7610	0
7611	0
7612	14
7613	3
7614	3
7615	22
7616	3
7617	3
7618	23
7619	1
7620	4
7621	0
7622	0
7623	0
7624	0
7625	0
7626	23
7627	1
7628	0
7629	9
7630	11
7631	11
7632	4
7633	7
7634	5
7635	9
7636	11
7637	7
7638	3
7639	0
7640	7
7641	11
7642	11
7643	16
7644	2
7645	4
7646	4
7647	5
7648	20
7649	4
7650	5
7651	5
7652	5
7653	2
7654	2
7655	11
7656	5
7657	11
7658	5
7659	5
7660	9
7661	0
7662	15
7663	1
7664	23
7665	23
7666	12
7667	20
7668	20
7669	23
7670	23
7671	23
7672	0
7673	17
7674	5
7675	15
7676	13
7677	2
7678	11
7679	10
7680	27
7681	11
7682	4
7683	4
7684	10
7685	3
7686	13
7687	0
7688	1
7689	3
7690	2
7691	5
7692	21
7693	9
7694	9
7695	2
7696	23
7697	23
7698	7
7699	20
7700	4
7701	3
7702	0
7703	27
7704	13
7705	4
7706	1
7707	1
7708	2
7709	5
7710	2
7711	9
7712	3
7713	3
7714	0
7715	0
7716	0
7717	0
7718	8
7719	0
7720	0
7721	9
7722	9
7723	2
7724	13
7725	17
7726	1
7727	9
7728	1
7729	0
7730	7
7731	4
7732	0
7733	0
7734	0
7735	2
7736	15
7737	15
7738	4
7739	9
7740	7
7741	16
7742	9
7743	5
7744	1
7745	9
7746	1
7747	5
7748	1
7749	23
7750	15
7751	11
7752	23
7753	23
7754	2
7755	2
7756	22
7757	15
7758	1
7759	1
7760	1
7761	0
7762	5
7763	17
7764	5
7765	4
7766	16
7767	17
7768	18
7769	2
7770	9
7771	2
7772	20
7773	8
7774	15
7775	22
7776	0
7777	23
7778	2
7779	17
7780	0
7781	8
7782	2
7783	5
7784	1
7785	2
7786	2
7787	5
7788	2
7789	2
7790	11
7791	2
7792	2
7793	2
7794	2
7795	9
7796	5
7797	17
7798	0
7799	1
7800	1
7801	0
7802	5
7803	4
7804	5
7805	3
7806	8
7807	11
7808	2
7809	5
7810	1
7811	2
7812	10
7813	1
7814	2
7815	5
7816	5
7817	2
7818	2
7819	1
7820	17
7821	2
7822	2
7823	2
7824	2
7825	0
7826	22
7827	14
7828	8
7829	18
7830	8
7831	5
7832	27
7833	0
7834	23
7835	15
7836	2
7837	10
7838	11
7839	7
7840	10
7841	0
7842	17
7843	0
7844	23
7845	23
7846	23
7847	2
7848	0
7849	17
7850	9
7851	2
7852	22
7853	23
7854	4
7855	23
7856	17
7857	23
7858	8
7859	9
7860	0
7861	3
7862	1
7863	17
7864	17
7865	5
7866	2
7867	9
7868	0
7869	3
7870	3
7871	3
7872	3
7873	3
7874	9
7875	3
7876	3
7877	3
7878	0
7879	3
7880	7
7881	7
7882	7
7883	3
7884	3
7885	22
7886	0
7887	5
7888	2
7889	7
7890	3
7891	22
7892	3
7893	2
7894	15
7895	7
7896	18
7897	7
7898	0
7899	5
7900	11
7901	7
7902	0
7903	7
7904	9
7905	0
7906	8
7907	7
7908	16
7909	13
7910	0
7911	0
7912	8
7913	7
7914	0
7915	1
7916	0
7917	9
7918	2
7919	21
7920	13
7921	3
7922	11
7923	15
7924	12
7925	23
7926	26
7927	15
7928	9
7929	7
7930	11
7931	9
7932	11
7933	11
7934	0
7935	14
7936	4
7937	11
7938	12
7939	11
7940	11
7941	11
7942	20
7943	3
7944	3
7945	23
7946	17
7947	23
7948	0
7949	3
7950	23
7951	0
7952	23
7953	23
7954	2
7955	11
7956	2
7957	22
7958	22
7959	22
7960	4
7961	2
7962	13
7963	5
7964	10
7965	2
7966	11
7967	2
7968	4
7969	1
7970	2
7971	8
7972	2
7973	3
7974	27
7975	1
7976	4
7977	5
7978	9
7979	13
7980	8
7981	11
7982	20
7983	27
7984	27
7985	1
7986	10
7987	10
7988	27
7989	11
7990	27
7991	2
7992	2
7993	5
7994	4
7995	2
7996	4
7997	2
7998	2
7999	1
8000	5
8001	9
8002	1
8003	17
8004	11
8005	7
8006	9
8007	2
8008	3
8009	17
8010	3
8011	0
8012	1
8013	11
8014	9
8015	4
8016	11
8017	2
8018	2
8019	11
8020	20
8021	5
8022	5
8023	23
8024	8
8025	1
8026	11
8027	8
8028	0
8029	4
8030	7
8031	13
8032	2
8033	5
8034	13
8035	0
8036	9
8037	2
8038	23
8039	5
8040	23
8041	5
8042	4
8043	2
8044	5
8045	2
8046	3
8047	11
8048	13
8049	1
8050	12
8051	9
8052	13
8053	27
8054	15
8055	5
8056	11
8057	9
8058	5
8059	3
8060	0
8061	4
8062	21
8063	1
8064	1
8065	18
8066	1
8067	14
8068	0
8069	22
8070	1
8071	1
8072	1
8073	1
8074	0
8075	1
8076	11
8077	21
8078	7
8079	8
8080	22
8081	23
8082	9
8083	4
8084	5
8085	1
8086	16
8087	5
8088	9
8089	11
8090	23
8091	8
8092	15
8093	16
8094	9
8095	11
8096	22
8097	11
8098	3
8099	0
8100	22
8101	22
8102	0
8103	0
8104	0
8105	5
8106	4
8107	3
8108	23
8109	23
8110	17
8111	17
8112	17
8113	17
8114	16
8115	18
8116	0
8117	1
8118	8
8119	1
8120	5
8121	27
8122	22
8123	23
8124	0
8125	23
8126	4
8127	5
8128	15
8129	9
8130	1
8131	1
8132	1
8133	8
8134	9
8135	9
8136	0
8137	4
8138	4
8139	4
8140	22
8141	5
8142	5
8143	8
8144	13
8145	5
8146	22
8147	4
8148	4
8149	27
8150	13
8151	11
8152	4
8153	15
8154	12
8155	10
8156	0
8157	0
8158	23
8159	23
8160	23
8161	23
8162	23
8163	23
8164	23
8165	23
8166	9
8167	1
8168	0
8169	3
8170	0
8171	3
8172	3
8173	0
8174	0
8175	1
8176	3
8177	3
8178	3
8179	1
8180	4
8181	2
8182	2
8183	10
8184	17
8185	11
8186	11
8187	22
8188	13
8189	1
8190	11
8191	9
8192	5
8193	23
8194	9
8195	1
8196	5
8197	2
8198	2
8199	2
8200	13
8201	2
8202	16
8203	4
8204	18
8205	10
8206	23
8207	9
8208	22
8209	17
8210	3
8211	5
8212	4
8213	5
8214	2
8215	16
8216	0
8217	23
8218	17
8219	5
8220	23
8221	4
8222	4
8223	16
8224	0
8225	4
8226	0
8227	7
8228	23
8229	9
8230	7
8231	7
8232	7
8233	0
8234	0
8235	0
8236	0
8237	23
8238	0
8239	3
8240	0
8241	0
8242	18
8243	4
8244	0
8245	7
8246	0
8247	0
8248	0
8249	11
8250	0
8251	2
8252	8
8253	11
8254	7
8255	9
8256	23
8257	0
8258	0
8259	9
8260	11
8261	23
8262	13
8263	2
8264	8
8265	8
8266	9
8267	9
8268	2
8269	2
8270	2
8271	2
8272	3
8273	13
8274	2
8275	9
8276	9
8277	2
8278	2
8279	21
8280	8
8281	2
8282	2
8283	8
8284	2
8285	7
8286	12
8287	8
8288	2
8289	22
8290	2
8291	2
8292	7
8293	13
8294	0
8295	4
8296	14
8297	8
8298	11
8299	8
8300	7
8301	2
8302	2
8303	10
8304	13
8305	12
8306	21
8307	10
8308	2
8309	11
8310	13
8311	0
8312	11
8313	0
8314	16
8315	27
8316	27
8317	11
8318	23
8319	15
8320	0
8321	2
8322	15
8323	17
8324	23
8325	4
8326	11
8327	1
8328	1
8329	10
8330	1
8331	0
8332	0
8333	7
8334	7
8335	11
8336	0
8337	0
8338	3
8339	0
8340	0
8341	0
8342	0
8343	0
8344	0
8345	0
8346	0
8347	3
8348	0
8349	0
8350	0
8351	0
8352	0
8353	0
8354	3
8355	3
8356	3
8357	3
8358	3
8359	1
8360	3
8361	3
8362	0
8363	4
8364	5
8365	4
8366	7
8367	4
8368	15
8369	17
8370	12
8371	2
8372	20
8373	3
8374	15
8375	20
8376	20
8377	23
8378	23
8379	4
8380	5
8381	15
8382	18
8383	6
8384	20
8385	20
8386	20
8387	23
8388	9
8389	7
8390	12
8391	7
8392	23
8393	9
8394	2
8395	20
8396	23
8397	20
8398	20
8399	11
8400	20
8401	15
8402	23
8403	7
8404	7
8405	16
8406	7
8407	9
8408	4
8409	7
8410	7
8411	10
8412	3
8413	12
8414	4
8415	7
8416	5
8417	17
8418	12
8419	15
8420	11
8421	23
8422	3
8423	7
8424	23
8425	22
8426	22
8427	12
8428	7
8429	7
8430	20
8431	9
8432	9
8433	9
8434	12
8435	17
8436	11
8437	7
8438	20
8439	11
8440	0
8441	12
8442	11
8443	9
8444	4
8445	11
8446	9
8447	23
8448	3
8449	9
8450	0
8451	0
8452	23
8453	23
8454	7
8455	11
8456	11
8457	2
8458	9
8459	9
8460	12
8461	11
8462	4
8463	4
8464	4
8465	4
8466	4
8467	9
8468	9
8469	0
8470	4
8471	9
8472	9
8473	23
8474	11
8475	4
8476	11
8477	7
8478	7
8479	12
8480	11
8481	11
8482	11
8483	4
8484	23
8485	22
8486	11
8487	4
8488	11
8489	11
8490	11
8491	9
8492	9
8493	20
8494	15
8495	4
8496	21
8497	9
8498	9
8499	9
8500	9
8501	9
8502	9
8503	9
8504	0
8505	2
8506	9
8507	9
8508	9
8509	9
8510	9
8511	17
8512	9
8513	11
8514	15
8515	11
8516	2
8517	17
8518	9
8519	7
8520	9
8521	9
8522	9
8523	9
8524	4
8525	1
8526	23
8527	10
8528	11
8529	11
8530	15
8531	4
8532	14
8533	14
8534	15
8535	14
8536	7
8537	0
8538	0
8539	1
8540	21
8541	2
8542	2
8543	17
8544	15
8545	4
8546	8
8547	0
8548	0
8549	0
8550	0
8551	0
8552	0
8553	0
8554	0
8555	17
8556	9
8557	16
8558	9
8559	4
8560	0
8561	15
8562	2
8563	11
8564	11
8565	17
8566	12
8567	3
8568	3
8569	3
8570	3
8571	3
8572	3
8573	3
8574	3
8575	22
8576	23
8577	23
8578	4
8579	2
8580	14
8581	0
8582	0
8583	9
8584	1
8585	4
8586	4
8587	1
8588	7
8589	1
8590	2
8591	27
8592	6
